customer_id,first_name,last_name,email,city,segment,signup_date
42,Brandon,Burton,brandon.burton42@example.com,Perth,Consumer,2025-11-21
43,Jeremy,Mcclain,jeremy.mcclain43@example.com,Perth,Consumer,2025-02-19
44,Keith,Herrera,keith.herrera44@example.com,Canberra,Consumer,2024-09-19
45,Christopher,Rogers,christopher.rogers45@example.com,Adelaide,Consumer,2023-03-23
46,Jesse,Bowers,jesse.bowers46@example.com,Sydney,Consumer,2025-07-04
47,Craig,Gutierrez,craig.gutierrez47@example.com,Canberra,Consumer,2026-06-01
48,Joshua,Newton,joshua.newton48@example.com,Sydney,Consumer,2025-03-01
49,Cynthia,Conley,cynthia.conley49@example.com,Perth,Business,2025-11-15
50,Michael,Evans,michael.evans50@example.com,Perth,Consumer,2025-03-26
51,Mitchell,Hardy,mitchell.hardy51@example.com,Perth,Consumer,2025-06-08
52,Jason,Stewart,jason.stewart52@example.com,Brisbane,Consumer,2026-02-20
53,Joseph,Herrera,joseph.herrera53@example.com,Canberra,Consumer,2023-08-05
54,Sharon,Clark,sharon.clark54@example.com,Canberra,Consumer,2023-02-26
55,Deborah,Jennings,deborah.jennings55@example.com,Canberra,Consumer,2026-01-12
56,Chelsea,Marsh,chelsea.marsh56@example.com,Adelaide,Consumer,2023-12-03
57,George,Barron,george.barron57@example.com,Melbourne,Consumer,2023-01-19
58,Jessica,Gomez,jessica.gomez58@example.com,Adelaide,Consumer,2024-07-14
59,Frank,Montes,frank.montes59@example.com,Perth,Consumer,2023-11-07
60,Noah,Ramirez,noah.ramirez60@example.com,Perth,Business,2024-10-14
61,Veronica,Johnson,veronica.johnson61@example.com,Sydney,Business,2025-10-20
62,Danielle,Terrell,danielle.terrell62@example.com,Perth,Consumer,2025-07-28
63,Angela,Sims,angela.sims63@example.com,Canberra,Consumer,2023-08-26
64,Gabrielle,Kirby,gabrielle.kirby64@example.com,Sydney,Consumer,2026-03-10
65,Megan,Duncan,megan.duncan65@example.com,Canberra,Consumer,2023-06-12
66,Kimberly,Price,kimberly.price66@example.com,Brisbane,Business,2026-05-13
67,Jeremy,Larson,jeremy.larson67@example.com,Sydney,Consumer,2026-04-14
68,Antonio,Hancock,antonio.hancock68@example.com,Canberra,Business,2025-08-13
69,Leslie,Walton,leslie.walton69@example.com,Adelaide,Consumer,2024-12-22
70,Joseph,Thornton,joseph.thornton70@example.com,Canberra,Consumer,2023-03-24
71,Jason,Edwards,jason.edwards71@example.com,Perth,Consumer,2023-09-14
72,Sherri,Johnson,sherri.johnson72@example.com,Brisbane,Business,2024-02-18
73,Nancy,Gutierrez,nancy.gutierrez73@example.com,Canberra,Consumer,2025-08-02
74,Leonard,Crawford,leonard.crawford74@example.com,Adelaide,Consumer,2026-03-11
75,Diana,Young,diana.young75@example.com,Perth,Consumer,2026-01-17
76,Randall,Hayes,randall.hayes76@example.com,Canberra,Consumer,2025-11-15
77,Robin,Sampson,robin.sampson77@example.com,Brisbane,Consumer,2024-04-05
78,Stephen,Robinson,stephen.robinson78@example.com,Brisbane,Consumer,2023-12-16
79,Joseph,Turner,joseph.turner79@example.com,Melbourne,Consumer,2026-02-16
80,John,Rodriguez,john.rodriguez80@example.com,Perth,Consumer,2026-04-25
81,Anna,Glover,anna.glover81@example.com,Sydney,Consumer,2026-02-26
82,Jose,Strickland,jose.strickland82@example.com,Canberra,Consumer,2024-02-28
83,Brenda,Gentry,brenda.gentry83@example.com,Adelaide,Consumer,2026-04-28
84,Rachael,Wallace,rachael.wallace84@example.com,Perth,Business,2024-11-18
85,Reginald,Johnson,reginald.johnson85@example.com,Melbourne,Consumer,2025-04-11
86,Jeffrey,Webb,jeffrey.webb86@example.com,Perth,Consumer,2024-05-11
87,Whitney,Porter,whitney.porter87@example.com,Adelaide,Consumer,2024-02-29
88,William,Lee,william.lee88@example.com,Brisbane,Consumer,2025-02-03
89,Christopher,Mclean,christopher.mclean89@example.com,Perth,Consumer,2026-03-17
90,Brandon,Oconnor,brandon.oconnor90@example.com,Perth,Consumer,2025-02-18
91,Daniel,Mills,daniel.mills91@example.com,Canberra,Consumer,2024-11-08
92,Courtney,Rowe,courtney.rowe92@example.com,Perth,Consumer,2024-01-15
93,Laura,Thomas,laura.thomas93@example.com,Sydney,Consumer,2025-12-12
94,Robert,Wiggins,robert.wiggins94@example.com,Canberra,Consumer,2025-09-06
95,Bryan,Short,bryan.short95@example.com,Sydney,Business,2025-10-31
96,Patrick,Hurley,patrick.hurley96@example.com,Brisbane,Consumer,2026-02-17
97,Wendy,Rhodes,wendy.rhodes97@example.com,Brisbane,Consumer,2024-05-26
98,Allison,Anderson,allison.anderson98@example.com,Perth,Business,2025-10-28
99,Tasha,Hardy,tasha.hardy99@example.com,Melbourne,Consumer,2025-12-01
100,Michelle,Stevens,michelle.stevens100@example.com,Adelaide,Consumer,2026-02-19
101,Alexander,Reeves,alexander.reeves101@example.com,Perth,Business,2026-06-01
102,Jennifer,Boyd,jennifer.boyd102@example.com,Brisbane,Consumer,2026-01-14
103,Erin,Smith,erin.smith103@example.com,Perth,Business,2025-10-03
104,Amanda,Randolph,amanda.randolph104@example.com,Adelaide,Consumer,2026-04-14
105,Joseph,Mcdaniel,joseph.mcdaniel105@example.com,Perth,Consumer,2024-09-13
106,Danielle,Wheeler,danielle.wheeler106@example.com,Perth,Consumer,2023-07-18
107,Daniel,Miller,daniel.miller107@example.com,Perth,Consumer,2024-02-10
108,Ryan,Owens,ryan.owens108@example.com,Melbourne,Business,2024-09-26
109,Shawn,Williams,shawn.williams109@example.com,Canberra,Business,2024-09-17
110,Stephanie,Meyer,stephanie.meyer110@example.com,Perth,Consumer,2025-01-08
111,Nancy,Hopkins,nancy.hopkins111@example.com,Brisbane,Consumer,2025-12-13
112,Jose,Edwards,jose.edwards112@example.com,Perth,Consumer,2023-05-28
113,Vincent,Lane,vincent.lane113@example.com,Melbourne,Consumer,2025-04-12
114,Guy,Collins,guy.collins114@example.com,Canberra,Business,2025-06-15
115,Rita,Mcclain,rita.mcclain115@example.com,Melbourne,Consumer,2024-12-09
116,Monica,Flores,monica.flores116@example.com,Melbourne,Consumer,2025-01-13
117,Kenneth,Lee,kenneth.lee117@example.com,Adelaide,Business,2025-05-08
118,Danielle,Hill,danielle.hill118@example.com,Adelaide,Consumer,2025-01-16
119,Chelsea,Flores,chelsea.flores119@example.com,Brisbane,Consumer,2026-01-22
120,Eric,Alexander,eric.alexander120@example.com,Adelaide,Consumer,2024-07-24
121,Kathryn,Wilson,kathryn.wilson121@example.com,Canberra,Consumer,2025-12-19
122,Amber,Hernandez,amber.hernandez122@example.com,Perth,Consumer,2023-10-27
123,Kimberly,Hill,kimberly.hill123@example.com,Melbourne,Consumer,2025-05-21
124,Alyssa,Smith,alyssa.smith124@example.com,Canberra,Consumer,2025-10-09
125,Aaron,Dean,aaron.dean125@example.com,Sydney,Consumer,2024-02-22
126,Mario,Palmer,mario.palmer126@example.com,Melbourne,Consumer,2024-03-21
127,Andrew,Clark,andrew.clark127@example.com,Adelaide,Consumer,2025-02-05
128,Sarah,Bell,sarah.bell128@example.com,Perth,Business,2024-09-29
129,Natasha,Flores,natasha.flores129@example.com,Melbourne,Consumer,2026-03-08
130,Marie,Thomas,marie.thomas130@example.com,Melbourne,Consumer,2026-03-31
131,Kyle,Bush,kyle.bush131@example.com,Melbourne,Business,2023-11-25
132,Brian,Campbell,brian.campbell132@example.com,Melbourne,Consumer,2023-03-26
133,Natalie,Sanchez,natalie.sanchez133@example.com,Adelaide,Consumer,2024-09-29
134,Stacey,Jones,stacey.jones134@example.com,Melbourne,Consumer,2025-09-27
135,Christopher,Austin,christopher.austin135@example.com,Perth,Consumer,2025-03-01
136,Todd,Morgan,todd.morgan136@example.com,Brisbane,Consumer,2026-01-13
137,Chad,Wallace,chad.wallace137@example.com,Melbourne,Consumer,2025-09-01
138,Kathleen,Anderson,kathleen.anderson138@example.com,Adelaide,Consumer,2026-03-15
139,Katie,Ruiz,katie.ruiz139@example.com,Canberra,Consumer,2024-02-11
140,David,Lowe,david.lowe140@example.com,Canberra,Consumer,2025-07-06
141,Thomas,Rodriguez,thomas.rodriguez141@example.com,Sydney,Consumer,2026-05-03
142,Andrea,Brown,andrea.brown142@example.com,Brisbane,Consumer,2024-03-08
143,Joseph,Simmons,joseph.simmons143@example.com,Brisbane,Consumer,2023-09-01
144,Monique,White,monique.white144@example.com,Canberra,Consumer,2024-02-25
145,Rodney,Carlson,rodney.carlson145@example.com,Sydney,Consumer,2025-01-17
146,Jason,Watkins,jason.watkins146@example.com,Sydney,Business,2023-01-31
147,Amber,Huff,amber.huff147@example.com,Adelaide,Consumer,2025-04-16
148,Jessica,Lyons,jessica.lyons148@example.com,Brisbane,Consumer,2026-01-16
149,James,Jensen,james.jensen149@example.com,Perth,Consumer,2024-08-21
150,Larry,Edwards,larry.edwards150@example.com,Adelaide,Consumer,2023-11-13
151,Wanda,Roth,wanda.roth151@example.com,Sydney,Consumer,2025-10-27
152,Debra,Marquez,debra.marquez152@example.com,Brisbane,Business,2023-09-24
153,Samuel,Lambert,samuel.lambert153@example.com,Sydney,Consumer,2024-09-16
154,Zachary,Ferguson,zachary.ferguson154@example.com,Brisbane,Consumer,2023-01-28
155,David,Beltran,david.beltran155@example.com,Canberra,Consumer,2024-05-07
156,Jeffrey,Campos,jeffrey.campos156@example.com,Melbourne,Consumer,2024-07-18
157,Matthew,Owens,matthew.owens157@example.com,Adelaide,Consumer,2024-04-18
158,Brianna,Anderson,brianna.anderson158@example.com,Melbourne,Consumer,2023-11-14
159,Jerry,Hess,jerry.hess159@example.com,Melbourne,Consumer,2025-03-08
160,Jeffrey,Gillespie,jeffrey.gillespie160@example.com,Perth,Consumer,2025-04-22
161,Chad,Mcdonald,chad.mcdonald161@example.com,Sydney,Consumer,2023-06-10
162,Crystal,Bryant,crystal.bryant162@example.com,Melbourne,Consumer,2023-11-26
163,Jeremy,Cohen,jeremy.cohen163@example.com,Canberra,Consumer,2025-11-26
164,Rebecca,Mckinney,rebecca.mckinney164@example.com,Canberra,Consumer,2025-12-12
165,Michele,Marshall,michele.marshall165@example.com,Canberra,Consumer,2024-01-25
166,Chad,Hall,chad.hall166@example.com,Perth,Business,2025-02-06
167,John,Walker,john.walker167@example.com,Brisbane,Business,2023-03-30
168,Elizabeth,Callahan,elizabeth.callahan168@example.com,Brisbane,Consumer,2025-10-07
169,Jason,Jensen,jason.jensen169@example.com,Canberra,Business,2026-01-04
170,David,Durham,david.durham170@example.com,Adelaide,Consumer,2026-03-03
171,Selena,Myers,selena.myers171@example.com,Adelaide,Consumer,2025-12-29
172,Ashley,Lyons,ashley.lyons172@example.com,Adelaide,Consumer,2025-09-27
173,Thomas,Ortega,thomas.ortega173@example.com,Perth,Business,2025-08-18
174,Kristen,Mccormick,kristen.mccormick174@example.com,Perth,Consumer,2025-07-17
175,Lindsey,Khan,lindsey.khan175@example.com,Perth,Consumer,2026-04-19
176,James,Chavez,james.chavez176@example.com,Canberra,Consumer,2024-06-04
177,Collin,Johnson,collin.johnson177@example.com,Perth,Consumer,2023-05-19
178,Ryan,Alvarez,ryan.alvarez178@example.com,Adelaide,Consumer,2024-11-29
179,Rodney,Bell,rodney.bell179@example.com,Sydney,Consumer,2025-07-02
180,Stuart,Murray,stuart.murray180@example.com,Melbourne,Consumer,2026-06-01
181,Jessica,Jackson,jessica.jackson181@example.com,Sydney,Business,2023-10-10
182,Emily,Tate,emily.tate182@example.com,Adelaide,Consumer,2026-03-25
183,Tracey,Munoz,tracey.munoz183@example.com,Canberra,Consumer,2023-04-07
184,Corey,Anderson,corey.anderson184@example.com,Perth,Consumer,2024-08-24
185,Richard,Garcia,richard.garcia185@example.com,Canberra,Consumer,2025-07-18
186,Matthew,Roth,matthew.roth186@example.com,Canberra,Consumer,2024-03-16
187,Michelle,Robles,michelle.robles187@example.com,Adelaide,Consumer,2023-09-15
188,John,Nguyen,john.nguyen188@example.com,Canberra,Consumer,2023-07-04
189,James,Banks,james.banks189@example.com,Brisbane,Consumer,2025-07-07
190,Shane,Sparks,shane.sparks190@example.com,Brisbane,Consumer,2024-01-11
191,Robert,Patel,robert.patel191@example.com,Perth,Business,2025-09-08
192,Joshua,Morales,joshua.morales192@example.com,Melbourne,Consumer,2025-03-22
193,John,Gutierrez,john.gutierrez193@example.com,Melbourne,Consumer,2026-05-15
194,Sandra,Oliver,sandra.oliver194@example.com,Canberra,Consumer,2026-01-12
195,Scott,Kelley,scott.kelley195@example.com,Sydney,Consumer,2023-05-15
196,Michelle,Dickson,michelle.dickson196@example.com,Adelaide,Business,2026-06-01
197,Andrea,Reyes,andrea.reyes197@example.com,Canberra,Consumer,2026-02-03
198,Brent,Peterson,brent.peterson198@example.com,Adelaide,Consumer,2025-06-18
199,Yvette,Cervantes,yvette.cervantes199@example.com,Canberra,Consumer,2024-08-17
200,Mary,Garza,mary.garza200@example.com,Sydney,Consumer,2025-11-21
201,Tanya,Mueller,tanya.mueller201@example.com,Canberra,Consumer,2026-06-01
202,Sara,Graham,sara.graham202@example.com,Sydney,Consumer,2023-04-15
203,Melinda,Cobb,melinda.cobb203@example.com,Canberra,Consumer,2025-05-19
204,Gabriel,Stephens,gabriel.stephens204@example.com,Perth,Consumer,2024-03-04
205,Todd,Young,todd.young205@example.com,Canberra,Consumer,2024-07-18
206,Jason,Bates,jason.bates206@example.com,Brisbane,Consumer,2023-12-23
207,Richard,Miller,richard.miller207@example.com,Perth,Consumer,2023-11-01
208,Brian,Galvan,brian.galvan208@example.com,Sydney,Consumer,2026-02-02
209,Nicholas,Andrews,nicholas.andrews209@example.com,Brisbane,Consumer,2025-09-13
210,Tricia,Tucker,tricia.tucker210@example.com,Perth,Consumer,2023-02-02
211,Joseph,Vargas,joseph.vargas211@example.com,Brisbane,Consumer,2025-04-16
212,Kristen,Ford,kristen.ford212@example.com,Perth,Consumer,2025-05-09
213,Spencer,Peters,spencer.peters213@example.com,Perth,Consumer,2024-11-04
214,Rodney,Short,rodney.short214@example.com,Canberra,Consumer,2024-05-29
215,Susan,Thompson,susan.thompson215@example.com,Perth,Consumer,2025-08-19
216,Wendy,Blanchard,wendy.blanchard216@example.com,Brisbane,Consumer,2026-05-02
217,Angela,Jones,angela.jones217@example.com,Adelaide,Consumer,2026-06-01
218,Jennifer,Rodriguez,jennifer.rodriguez218@example.com,Adelaide,Consumer,2024-12-23
219,Eric,Cervantes,eric.cervantes219@example.com,Canberra,Consumer,2024-01-26
220,Kenneth,Wise,kenneth.wise220@example.com,Sydney,Consumer,2025-09-25
221,Tanya,Gray,tanya.gray221@example.com,Adelaide,Consumer,2024-02-25
222,Beth,Snyder,beth.snyder222@example.com,Canberra,Consumer,2024-12-14
223,Amy,Keller,amy.keller223@example.com,Perth,Consumer,2026-01-24
224,Julie,Davis,julie.davis224@example.com,Brisbane,Consumer,2025-07-22
225,Brian,Montoya,brian.montoya225@example.com,Perth,Consumer,2025-07-16
226,Breanna,Clay,breanna.clay226@example.com,Brisbane,Consumer,2024-08-09
227,Wesley,Berger,wesley.berger227@example.com,Perth,Consumer,2023-04-06
228,Melissa,Fields,melissa.fields228@example.com,Melbourne,Consumer,2024-11-24
229,Eric,Smith,eric.smith229@example.com,Melbourne,Consumer,2024-11-23
230,Susan,Thomas,susan.thomas230@example.com,Brisbane,Consumer,2024-01-08
231,Christopher,Hernandez,christopher.hernandez231@example.com,Canberra,Consumer,2025-05-28
232,Jacob,Schmidt,jacob.schmidt232@example.com,Sydney,Consumer,2023-05-08
233,Brooke,Price,brooke.price233@example.com,Adelaide,Consumer,2025-11-22
234,Emma,Lane,emma.lane234@example.com,Perth,Consumer,2024-09-12
235,Joe,Gonzalez,joe.gonzalez235@example.com,Canberra,Consumer,2024-11-10
236,David,Maldonado,david.maldonado236@example.com,Perth,Consumer,2024-06-25
237,Pamela,Stewart,pamela.stewart237@example.com,Melbourne,Consumer,2025-11-09
238,John,Hudson,john.hudson238@example.com,Canberra,Consumer,2025-08-30
239,Brooke,Gentry,brooke.gentry239@example.com,Brisbane,Consumer,2024-11-06
240,Christine,Torres,christine.torres240@example.com,Melbourne,Consumer,2024-12-24
241,Robert,Harding,robert.harding241@example.com,Adelaide,Consumer,2024-10-22
242,Brandy,Graham,brandy.graham242@example.com,Melbourne,Consumer,2024-06-16
243,Alexandra,Haas,alexandra.haas243@example.com,Adelaide,Consumer,2023-07-13
244,Sarah,Cooper,sarah.cooper244@example.com,Melbourne,Consumer,2023-08-13
245,James,Davis,james.davis245@example.com,Melbourne,Consumer,2024-10-21
246,Jennifer,Smith,jennifer.smith246@example.com,Adelaide,Consumer,2026-04-17
247,John,Downs,john.downs247@example.com,Perth,Consumer,2023-03-24
248,Randy,Powell,randy.powell248@example.com,Canberra,Consumer,2024-12-20
249,Emily,Anderson,emily.anderson249@example.com,Perth,Consumer,2023-02-13
250,Kevin,Phillips,kevin.phillips250@example.com,Adelaide,Business,2023-08-08
251,Leslie,Wood,leslie.wood251@example.com,Brisbane,Consumer,2024-01-04
252,Karen,Dunn,karen.dunn252@example.com,Canberra,Business,2024-10-09
253,Charles,Brown,charles.brown253@example.com,Brisbane,Business,2025-03-17
254,Stephen,Warner,stephen.warner254@example.com,Brisbane,Consumer,2023-10-01
255,Yolanda,Hoover,yolanda.hoover255@example.com,Melbourne,Consumer,2023-07-10
256,Wendy,Howard,wendy.howard256@example.com,Adelaide,Consumer,2024-07-18
257,Charles,Callahan,charles.callahan257@example.com,Perth,Business,2025-03-11
258,Jason,Glenn,jason.glenn258@example.com,Adelaide,Consumer,2023-02-07
259,Joseph,Young,joseph.young259@example.com,Brisbane,Consumer,2026-05-13
260,Sarah,Park,sarah.park260@example.com,Melbourne,Business,2023-08-04
261,Nicole,Long,nicole.long261@example.com,Perth,Consumer,2023-10-28
262,Natasha,Flores,natasha.flores262@example.com,Brisbane,Business,2025-06-30
263,Mike,Reyes,mike.reyes263@example.com,Brisbane,Consumer,2025-06-17
264,Eric,James,eric.james264@example.com,Sydney,Consumer,2023-06-30
265,Martha,Gardner,martha.gardner265@example.com,Sydney,Consumer,2026-05-13
266,Jade,Bates,jade.bates266@example.com,Melbourne,Consumer,2025-06-07
267,Cheryl,Wells,cheryl.wells267@example.com,Canberra,Consumer,2024-10-04
268,Vanessa,Lopez,vanessa.lopez268@example.com,Canberra,Consumer,2026-04-12
269,Destiny,Cruz,destiny.cruz269@example.com,Melbourne,Consumer,2023-10-14
270,Alan,Middleton,alan.middleton270@example.com,Melbourne,Consumer,2024-09-30
271,Lisa,Larsen,lisa.larsen271@example.com,Brisbane,Consumer,2025-07-10
272,Kevin,Moore,kevin.moore272@example.com,Adelaide,Business,2023-04-30
273,Elizabeth,Bright,elizabeth.bright273@example.com,Adelaide,Consumer,2026-04-12
274,Sheila,Santiago,sheila.santiago274@example.com,Sydney,Consumer,2025-08-18
275,Dennis,Taylor,dennis.taylor275@example.com,Canberra,Consumer,2023-10-17
276,Darrell,Jones,darrell.jones276@example.com,Canberra,Consumer,2025-08-17
277,Daniel,Smith,daniel.smith277@example.com,Canberra,Consumer,2024-12-11
278,Angela,Griffith,angela.griffith278@example.com,Perth,Consumer,2024-03-05
279,Joseph,Tucker,joseph.tucker279@example.com,Adelaide,Consumer,2026-02-25
280,Cassandra,Kim,cassandra.kim280@example.com,Adelaide,Business,2025-09-02
281,Jennifer,Branch,jennifer.branch281@example.com,Brisbane,Consumer,2026-06-01
282,James,Miller,james.miller282@example.com,Canberra,Consumer,2023-10-01
283,Cynthia,May,cynthia.may283@example.com,Perth,Consumer,2025-08-19
284,Joseph,Perry,joseph.perry284@example.com,Canberra,Business,2025-05-02
285,Tracy,Bryant,tracy.bryant285@example.com,Canberra,Consumer,2025-08-13
286,Rebecca,Mccormick,rebecca.mccormick286@example.com,Sydney,Consumer,2024-08-19
287,Meghan,Munoz,meghan.munoz287@example.com,Adelaide,Business,2025-09-16
288,Christopher,Simmons,christopher.simmons288@example.com,Melbourne,Business,2024-01-19
289,Rodney,White,rodney.white289@example.com,Melbourne,Consumer,2025-04-22
290,Joshua,Hicks,joshua.hicks290@example.com,Canberra,Consumer,2025-08-28
291,Adam,Arnold,adam.arnold291@example.com,Perth,Consumer,2025-01-23
292,Kellie,Cole,kellie.cole292@example.com,Brisbane,Consumer,2023-06-10
293,Dana,Kelly,dana.kelly293@example.com,Sydney,Consumer,2024-02-20
294,Jose,Lopez,jose.lopez294@example.com,Brisbane,Consumer,2026-06-01
295,Joyce,Jacobs,joyce.jacobs295@example.com,Melbourne,Consumer,2024-02-04
296,Andrea,Lane,andrea.lane296@example.com,Melbourne,Consumer,2023-11-25
297,Ronald,Bradford,ronald.bradford297@example.com,Sydney,Consumer,2024-04-23
298,Alec,Young,alec.young298@example.com,Canberra,Consumer,2024-06-13
299,Charles,Shaw,charles.shaw299@example.com,Brisbane,Consumer,2025-12-01
300,Nicole,Jenkins,nicole.jenkins300@example.com,Adelaide,Business,2026-03-30
301,Rebecca,Payne,rebecca.payne301@example.com,Canberra,Consumer,2023-10-03
302,Amy,Richardson,amy.richardson302@example.com,Perth,Consumer,2023-10-25
303,Mary,Good,mary.good303@example.com,Adelaide,Consumer,2026-04-24
304,Brandi,Carroll,brandi.carroll304@example.com,Sydney,Consumer,2024-06-16
305,Earl,Bush,earl.bush305@example.com,Melbourne,Business,2023-10-17
306,David,Wilson,david.wilson306@example.com,Adelaide,Consumer,2024-03-01
307,Kyle,Olson,kyle.olson307@example.com,Brisbane,Consumer,2026-04-05
308,Rachel,Vaughn,rachel.vaughn308@example.com,Melbourne,Consumer,2026-06-01
309,Laura,Thomas,laura.thomas309@example.com,Brisbane,Consumer,2023-07-24
310,Michelle,Simon,michelle.simon310@example.com,Adelaide,Consumer,2024-03-19
311,Rachel,Terrell,rachel.terrell311@example.com,Melbourne,Consumer,2025-03-11
312,Jason,Terrell,jason.terrell312@example.com,Perth,Consumer,2024-04-10
313,John,Maxwell,john.maxwell313@example.com,Adelaide,Consumer,2025-04-30
314,Curtis,Marshall,curtis.marshall314@example.com,Brisbane,Business,2024-12-06
315,Kimberly,Miller,kimberly.miller315@example.com,Brisbane,Consumer,2025-07-08
316,Nicole,Wu,nicole.wu316@example.com,Melbourne,Consumer,2026-04-04
317,Richard,Davis,richard.davis317@example.com,Perth,Consumer,2025-02-12
318,Christine,Kennedy,christine.kennedy318@example.com,Perth,Consumer,2025-07-26
319,Eric,Harmon,eric.harmon319@example.com,Sydney,Business,2025-09-07
320,Sarah,Horne,sarah.horne320@example.com,Perth,Consumer,2026-03-23
321,Michelle,Miller,michelle.miller321@example.com,Brisbane,Consumer,2025-06-25
322,Theresa,Schultz,theresa.schultz322@example.com,Adelaide,Consumer,2023-07-09
323,Lisa,Yates,lisa.yates323@example.com,Melbourne,Consumer,2025-06-06
324,Nicole,Edwards,nicole.edwards324@example.com,Sydney,Consumer,2024-02-02
325,Angel,Brown,angel.brown325@example.com,Sydney,Consumer,2023-04-29
326,Jill,Cooper,jill.cooper326@example.com,Brisbane,Consumer,2023-10-18
327,Martin,Osborne,martin.osborne327@example.com,Brisbane,Consumer,2025-06-19
328,Sarah,Harrison,sarah.harrison328@example.com,Adelaide,Consumer,2026-01-25
329,Leah,Hunt,leah.hunt329@example.com,Adelaide,Consumer,2024-06-28
330,Michelle,Harrison,michelle.harrison330@example.com,Melbourne,Business,2025-04-17
331,Lisa,Gross,lisa.gross331@example.com,Melbourne,Consumer,2025-01-26
332,Joseph,Fisher,joseph.fisher332@example.com,Canberra,Consumer,2024-01-21
333,Kristin,Yu,kristin.yu333@example.com,Brisbane,Consumer,2026-06-01
334,Daniel,Yates,daniel.yates334@example.com,Perth,Consumer,2026-01-04
335,Monica,Roberts,monica.roberts335@example.com,Canberra,Consumer,2025-05-15
336,Michele,Johnson,michele.johnson336@example.com,Perth,Business,2025-10-08
337,Jeffrey,Livingston,jeffrey.livingston337@example.com,Sydney,Consumer,2023-06-12
338,Lisa,Curry,lisa.curry338@example.com,Brisbane,Business,2025-05-25
339,Steven,Acosta,steven.acosta339@example.com,Brisbane,Consumer,2023-08-11
340,Kevin,Elliott,kevin.elliott340@example.com,Sydney,Consumer,2025-10-03
341,Laura,Brown,laura.brown341@example.com,Melbourne,Consumer,2024-05-10
342,Jeremy,Kennedy,jeremy.kennedy342@example.com,Brisbane,Business,2025-11-27
